City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
348,Susanville,US,40.4163,-120.653,75.04,22,0,8.05,clear sky
349,Saint-Joseph,RE,-21.3667,55.6167,69.51,75,61,10.36,broken clouds
350,Rosetta,EG,31.4044,30.4164,80.71,66,0,10.71,clear sky
351,Chimore,BO,-16.9833,-65.1333,75.2,63,98,1.12,overcast clouds
352,Port Hawkesbury,CA,45.6169,-61.3485,71.55,88,0,5.75,clear sky
353,Cassilandia,BR,-19.1133,-51.7342,65.97,45,91,1.97,overcast clouds
354,Selestat,FR,48.2598,7.4565,68.79,73,20,5.75,few clouds
355,Arraial Do Cabo,BR,-22.9661,-42.0278,70.47,88,14,22.15,few clouds
356,Port-Cartier,CA,50.0334,-66.8654,57.74,95,83,4.94,broken clouds
357,Walvis Bay,NA,-22.9575,14.5053,54.3,88,0,4.52,clear sky
358,Gizo,SB,-8.103,156.8419,84.04,73,14,10.47,light rain
359,Visby,SE,57.6409,18.296,62.82,77,40,12.66,scattered clouds
360,Port Lincoln,AU,-34.7333,135.8667,60.49,64,98,8.41,light rain
361,Araouane,ML,18.9048,-3.5265,92.91,23,48,10.31,scattered clouds
362,San Jeronimo,PE,-11.9472,-75.2829,47.08,84,99,1.63,overcast clouds
363,Cervo,ES,43.6702,-7.4101,63.05,85,4,2.53,clear sky
364,Rio Gallegos,AR,-51.6226,-69.2181,27.21,82,16,11.27,few clouds
365,Victoria,HK,22.2855,114.1577,96.85,57,1,4.0,clear sky
366,Kajaani,FI,64.2273,27.7285,57.61,75,65,4.94,broken clouds
367,Choma,ZM,-16.8065,26.9531,59.36,50,0,5.48,clear sky
368,Sur,OM,22.5667,59.5289,92.46,57,70,6.87,broken clouds
369,Henties Bay,NA,-22.116,14.2845,54.16,93,1,5.37,clear sky
370,Neiafu,TO,-18.65,-173.9833,75.6,70,100,22.21,overcast clouds
371,Mezhova,UA,48.2532,36.7347,73.85,55,1,9.22,clear sky
372,Frome,GB,51.2283,-2.3221,65.03,93,91,1.99,overcast clouds
373,Aksarka,RU,66.5606,67.7975,62.94,51,100,11.05,overcast clouds
374,Vanavara,RU,60.34,102.2797,74.1,44,51,8.61,broken clouds
375,Bekasi,ID,-6.2349,106.9896,89.91,54,36,4.83,scattered clouds
376,Coolum Beach,AU,-26.5333,153.1,69.12,65,32,11.25,scattered clouds
377,Ahipara,NZ,-35.1667,173.1667,57.49,92,100,20.85,light rain
378,Ketchikan,US,55.3422,-131.6461,57.67,88,100,8.05,overcast clouds
379,Saint-Philippe,RE,-21.3585,55.7679,75.22,80,69,10.94,light rain
380,Tyrma,RU,50.0833,132.1667,79.56,49,32,2.64,scattered clouds
381,Pauini,BR,-7.7136,-66.9764,73.15,87,97,2.24,overcast clouds
382,Manakara,MG,-22.1333,48.0167,68.76,79,4,3.4,clear sky
383,Xai-Xai,MZ,-25.0519,33.6442,66.85,63,1,9.19,clear sky
384,Mandalgovi,MN,45.7625,106.2708,76.08,30,30,8.86,scattered clouds
385,Yafran,LY,32.0633,12.5286,73.72,38,0,8.21,clear sky
386,Uirauna,BR,-6.5183,-38.4122,69.84,80,27,8.43,scattered clouds
387,Jaguaribe,BR,-5.8906,-38.6219,73.56,73,72,4.25,broken clouds
388,Luanda,AO,-8.8368,13.2343,69.8,88,75,5.75,broken clouds
389,Svetlogorsk,BY,52.6333,29.7333,68.97,71,46,6.4,scattered clouds
390,Wajir,KE,1.7471,40.0573,73.36,64,75,10.36,broken clouds
391,Constitucion,CL,-35.3333,-72.4167,53.29,89,100,4.21,overcast clouds
392,Coper,CO,5.4768,-74.0442,66.6,97,81,3.38,broken clouds
393,Dobryanka,RU,58.4619,56.4165,76.77,58,49,4.94,scattered clouds
394,Ust-Nera,RU,64.5667,143.2,71.11,56,99,7.81,light rain
395,Bathurst,AU,-33.4166,149.5806,58.48,61,0,1.07,clear sky
396,Dubai,AE,25.2582,55.3047,98.85,54,25,6.17,scattered clouds
397,Taldan,RU,53.6667,124.8,84.99,34,19,3.18,few clouds
398,Quatre Cocos,MU,-20.2078,57.7625,71.37,70,57,15.12,broken clouds
399,Biltine,TD,14.5333,20.9167,82.2,62,13,7.02,few clouds
400,Khorinsk,RU,52.1657,109.7726,63.27,81,100,4.07,light rain
401,Olinda,BR,-8.0089,-34.8553,76.73,73,40,12.66,scattered clouds
402,Bend,US,44.0582,-121.3153,69.66,31,0,3.0,clear sky
403,Werda,BW,-25.2667,23.2833,54.3,43,22,9.15,few clouds
404,Vredendal,ZA,-31.6683,18.5012,45.75,68,0,6.58,clear sky
405,Korla,CN,41.7597,86.1469,102.0,9,0,6.87,clear sky
406,Alekseyevka,RU,50.6309,38.6903,71.26,70,16,9.37,few clouds
407,Bollnas,SE,61.3482,16.3946,64.08,59,92,1.61,overcast clouds
408,Nueva Germania,PY,-23.9,-56.5667,68.85,52,64,4.16,broken clouds
409,Slave Lake,CA,55.2834,-114.769,61.77,75,91,5.1,overcast clouds
410,Goulburn,AU,-34.75,149.7167,56.59,67,3,2.26,clear sky
411,Te Anau,NZ,-45.4167,167.7167,40.42,92,16,2.19,few clouds
412,Lekoni,GA,-1.5843,14.2591,73.85,74,93,3.33,overcast clouds
413,Mehamn,NO,71.0357,27.8492,49.95,93,100,19.57,drizzle
414,Broken Hill,AU,-31.95,141.4333,69.19,41,0,15.64,clear sky
415,Sambava,MG,-14.2667,50.1667,72.79,73,58,11.21,light rain
416,Zhezkazgan,KZ,47.8043,67.7144,85.06,20,0,9.19,clear sky
417,Naze,JP,28.3667,129.4833,85.12,73,100,4.45,overcast clouds
418,Sarangani,PH,5.4033,125.4636,83.89,73,22,11.03,few clouds
419,Kathmandu,NP,27.7167,85.3167,77.52,73,95,1.7,overcast clouds
420,Hofn,IS,64.2539,-15.2082,52.16,86,97,4.79,overcast clouds
421,Houma,US,29.5958,-90.7195,77.0,93,0,0.0,clear sky
422,Sri Aman,MY,1.2376,111.4621,84.25,84,40,2.3,scattered clouds
423,Fenoarivo Atsinanana,MG,-17.3667,49.4167,69.03,86,64,5.99,broken clouds
424,Rapid Valley,US,44.0625,-103.1463,73.38,54,0,9.22,clear sky
425,Tashigang,BT,27.3331,91.5542,81.84,71,88,5.73,overcast clouds
426,Porgera,PG,-5.4667,143.2,48.38,97,90,1.01,overcast clouds
427,Guerrero Negro,MX,27.9769,-114.0611,67.37,80,67,12.28,broken clouds
428,Lasa,IT,46.6166,10.7002,65.28,80,14,1.43,few clouds
429,Anandnagar,IN,27.1,83.2833,89.96,59,97,19.33,overcast clouds
430,Waitati,NZ,-45.75,170.5667,40.75,91,1,4.68,clear sky
431,Dingle,PH,10.9995,122.6711,85.82,72,90,0.98,overcast clouds
432,Kungurtug,RU,50.5994,97.5228,70.47,34,15,1.95,few clouds
433,Husavik,IS,66.0449,-17.3389,46.22,89,98,0.72,overcast clouds
434,Zhigansk,RU,66.7697,123.3711,64.96,59,33,9.75,scattered clouds
435,Hami,CN,42.8,93.45,100.0,12,6,4.54,clear sky
436,Saint-Louis,SN,16.3333,-15.0,81.43,73,100,11.88,overcast clouds
437,Vlakhopoulon,GR,37.0333,21.7833,84.52,24,0,4.59,clear sky
438,Yangjiang,CN,21.85,111.9667,91.98,61,0,6.78,clear sky
439,Brandon,US,27.9378,-82.2859,79.12,93,0,1.99,clear sky
440,Sidi Ali,DZ,36.0998,0.4206,76.19,65,1,2.24,clear sky
441,Anadyr,RU,64.75,177.4833,46.71,78,80,13.31,broken clouds
442,Talnakh,RU,69.4865,88.3972,72.86,51,100,3.15,overcast clouds
443,Puerto Narino,CO,-3.7703,-70.3831,71.15,99,100,2.06,overcast clouds
444,Muroto,JP,33.2833,134.15,81.18,75,95,9.55,overcast clouds
445,Nanortalik,GL,60.1432,-45.2371,43.95,90,100,7.45,overcast clouds
446,Adjuntas,PR,18.1585,-66.8018,68.95,90,22,13.0,few clouds
447,Atlantis,ZA,-33.5667,18.4834,41.77,77,0,5.39,clear sky
448,Sola,VU,-13.8833,167.55,80.71,74,12,9.69,few clouds
449,Zonguldak,TR,41.25,31.8333,69.73,48,0,2.53,clear sky
450,Boa Vista,BR,2.8197,-60.6733,76.98,88,75,3.44,broken clouds
451,Mortka,RU,59.3322,66.0214,67.46,48,89,8.7,overcast clouds
452,Vostok,RU,46.4856,135.8833,66.78,87,92,3.38,overcast clouds
453,Polunochnoye,RU,60.8697,60.4153,73.27,46,25,7.96,scattered clouds
454,Punta Alta,AR,-38.8759,-62.0736,49.33,71,100,4.52,overcast clouds
455,Omaruru,NA,-21.4333,15.9333,57.24,44,1,3.71,clear sky
456,Barentu,ER,15.1139,37.5928,70.18,86,100,13.96,overcast clouds
457,Marystown,CA,47.1666,-55.1483,61.86,100,54,6.04,broken clouds
458,Haimen,CN,23.1935,116.6142,98.49,66,1,10.51,clear sky
459,Ballina,AU,-28.8667,153.5667,64.02,80,33,12.03,scattered clouds
460,Krabi,TH,8.0726,98.9105,89.8,62,75,3.44,broken clouds
461,Mega,ET,4.05,38.3,60.01,65,78,15.64,broken clouds
462,Impfondo,CG,1.6381,18.0667,72.19,92,43,0.81,scattered clouds
463,Fort Nelson,CA,58.8053,-122.7002,56.1,82,75,3.74,broken clouds
464,Hualmay,PE,-11.0964,-77.6139,59.97,89,36,6.35,scattered clouds
465,Chistogorskiy,RU,53.9835,87.3843,68.07,77,96,8.34,light rain
466,Quime,BO,-16.9833,-67.2167,44.47,71,11,2.82,few clouds
467,Zabol,AF,32.25,67.25,84.31,37,52,14.52,broken clouds
468,Lumsden,CA,50.6501,-104.8678,56.35,72,50,2.84,scattered clouds
469,Tandil,AR,-37.3217,-59.1332,50.9,94,57,2.59,broken clouds
470,Nishihara,JP,26.1842,127.7558,91.06,79,20,12.66,few clouds
471,Banda Aceh,ID,5.5577,95.3222,85.21,70,99,10.58,overcast clouds
472,Bairiki,KI,1.3292,172.9752,81.91,72,32,18.12,scattered clouds
473,Amursk,RU,50.2261,136.8994,75.81,62,92,3.04,overcast clouds
474,Nanae,JP,41.8833,140.6833,73.63,78,75,11.5,broken clouds
475,Noumea,NC,-22.2763,166.4572,75.18,86,100,9.66,overcast clouds
476,Shihezi,CN,44.3,86.0333,94.42,21,40,6.2,scattered clouds
477,Jorpeland,NO,59.0225,6.0408,56.14,80,100,6.76,overcast clouds
478,Lubango,AO,-14.9172,13.4925,56.07,38,0,3.71,clear sky
479,Hasaki,JP,35.7333,140.8333,91.8,77,83,20.07,broken clouds
480,Faanui,PF,-16.4833,-151.75,79.27,74,9,12.77,clear sky
481,Severn,US,39.1371,-76.6983,77.29,69,15,4.92,few clouds
482,Hobyo,SO,5.3505,48.5268,80.49,66,49,25.77,scattered clouds
483,Beatrice,US,40.2681,-96.747,86.09,54,0,6.91,clear sky
484,Piterka,RU,50.6803,47.4454,75.52,56,90,8.05,overcast clouds
485,Jinhua,CN,29.1078,119.6547,98.94,43,4,9.82,clear sky
486,Coaticook,CA,45.1334,-71.7991,69.3,81,30,5.17,scattered clouds
487,Skeldon,GY,5.8833,-57.1333,74.86,94,99,5.06,overcast clouds
488,Cocobeach,GA,1.0002,9.5823,74.75,77,96,1.61,overcast clouds
489,Palmer,US,42.1584,-72.3287,70.3,65,69,3.6,broken clouds
490,Pergamino,AR,-33.89,-60.5736,58.17,96,3,3.0,clear sky
491,Yarada,IN,17.65,83.2667,84.52,74,75,10.36,mist
492,Columbus,US,39.9612,-82.9988,71.19,93,21,4.43,few clouds
493,Oktyabrskoye,RU,43.0645,44.7417,66.34,68,75,2.24,broken clouds
494,Bay City,US,43.5945,-83.8889,73.72,85,75,13.8,broken clouds
495,Port-Gentil,GA,-0.7193,8.7815,73.36,83,75,3.44,broken clouds
496,Cody,US,44.5263,-109.0565,70.02,51,0,3.44,clear sky
497,Alofi,NU,-19.0595,-169.9187,71.49,68,91,9.22,overcast clouds
498,Maloy,NO,61.9353,5.1136,56.93,81,100,2.33,overcast clouds
499,Trinidad,BO,-14.8333,-64.9,73.99,59,11,3.31,few clouds
500,Tiznit,MA,29.5833,-9.5,83.61,24,57,2.77,broken clouds
501,Oswego,US,43.4501,-76.1497,71.91,96,19,4.63,few clouds
502,Ngaoundere,CM,7.3167,13.5833,64.45,97,100,2.35,light rain
503,Port Hardy,CA,50.6996,-127.4199,55.36,89,40,10.78,scattered clouds
504,Beringovskiy,RU,63.05,179.3167,46.11,73,100,9.62,overcast clouds
505,Portland,US,45.5234,-122.6762,67.78,75,0,1.01,clear sky
506,Taywarah,AF,33.35,64.4167,78.46,20,15,2.44,few clouds
507,Barcelos,PT,41.5388,-8.6151,64.85,92,1,2.33,clear sky
508,Makakilo City,US,21.3469,-158.0858,78.57,66,6,16.31,clear sky
509,Kailua,US,21.4022,-157.7394,80.02,78,75,9.22,moderate rain
510,Solnechnyy,RU,50.7214,136.6319,77.54,54,91,3.71,overcast clouds
511,Sobolevo,RU,54.4299,31.8996,69.08,75,51,9.37,broken clouds
512,Grand Gaube,MU,-20.0064,57.6608,71.89,68,76,18.61,broken clouds
513,Sept-Iles,CA,50.2001,-66.3821,58.51,96,52,3.62,broken clouds
514,Xuddur,SO,4.1213,43.8894,76.77,57,90,23.31,overcast clouds
515,Linguere,SN,15.3953,-15.1193,79.34,81,84,10.13,broken clouds
516,Majagual,CO,8.5389,-74.6204,72.54,99,55,1.12,broken clouds
517,Wattegama,LK,6.7989,81.4808,88.27,51,100,0.98,overcast clouds
518,Barabinsk,RU,55.3571,78.357,63.55,65,72,9.51,light rain
519,Tuy Hoa,VN,13.0833,109.3,88.05,61,49,8.55,scattered clouds
520,Ust-Kuyga,RU,70.0167,135.6,76.12,42,24,0.94,few clouds
521,Linxia,CN,35.6003,103.2064,84.24,34,1,4.21,clear sky
522,Alto Piquiri,BR,-24.0281,-53.4406,64.85,57,57,7.83,broken clouds
523,Batticaloa,LK,7.7102,81.6924,87.19,56,97,5.44,moderate rain
524,Burns Lake,CA,54.2331,-125.7533,62.02,74,91,3.47,overcast clouds
525,Kalmunai,LK,7.4167,81.8167,87.35,55,100,1.97,moderate rain
526,Tianpeng,CN,30.9866,103.9393,86.72,65,85,2.73,overcast clouds
527,Uttukkuli,IN,11.1667,77.4333,85.21,54,85,8.86,overcast clouds
528,Lakhipur,IN,26.0299,90.3041,78.51,93,100,3.67,overcast clouds
529,Taoudenni,ML,22.6783,-3.9836,93.54,9,1,15.52,clear sky
530,Cantanhede,BR,-3.6333,-44.3767,72.48,93,52,1.79,broken clouds
531,Zdvinsk,RU,54.7021,78.661,63.39,64,96,10.67,light rain
532,Surman,LY,32.7567,12.5716,81.0,42,0,7.2,clear sky
533,Houston,US,29.7633,-95.3633,84.34,82,20,10.36,few clouds
534,Zaysan,KZ,47.4667,84.8667,86.63,18,15,9.48,few clouds
535,Falam,MM,22.9167,93.6833,70.95,90,98,1.9,moderate rain
536,Nyimba,ZM,-14.5566,30.8149,65.8,62,6,3.38,clear sky
537,Hunterville,NZ,-39.9333,175.5667,46.69,86,100,3.09,light rain
538,Manggar,ID,-2.8833,108.2667,84.7,70,45,11.54,scattered clouds
539,Boende,CD,-0.2167,20.8667,73.92,84,7,3.0,clear sky
540,Bonthe,SL,7.5264,-12.505,74.91,88,100,6.55,light rain
541,Vilyuysk,RU,63.7553,121.6247,80.38,45,6,8.52,clear sky
542,Lakes Entrance,AU,-37.8811,147.981,59.16,68,38,6.96,scattered clouds
543,Red Bank,US,40.3471,-74.0643,85.21,68,25,6.46,scattered clouds
544,Nardaran,AZ,40.5561,50.0056,80.24,61,75,25.32,broken clouds
545,Santa Rosa,PH,14.3122,121.1114,95.09,63,91,4.7,overcast clouds
546,San Pablo De Borbur,CO,5.6603,-74.0621,70.66,97,66,3.74,broken clouds
547,Vila Do Maio,CV,15.1333,-23.2167,77.79,84,93,2.19,overcast clouds
548,Leningradskiy,RU,69.3833,178.4167,35.85,88,100,3.2,overcast clouds
549,Paamiut,GL,61.994,-49.6678,42.78,88,4,2.06,clear sky
550,Dombas,NO,62.0696,9.1235,56.57,84,99,2.57,overcast clouds
551,Vicksburg,US,32.3526,-90.8779,76.73,100,0,6.91,clear sky
552,Santa Cruz De Tenerife,ES,28.4682,-16.2546,87.4,41,23,0.0,few clouds
553,Obo,CF,5.3998,26.4869,69.55,94,87,2.35,overcast clouds
554,Telciu,RO,47.4333,24.4,74.82,54,85,2.84,overcast clouds
555,Manta,EC,-0.95,-80.7333,71.38,83,100,3.44,overcast clouds
556,Kargasok,RU,59.0556,80.8572,60.4,56,58,9.71,broken clouds
557,Boguchany,RU,58.3814,97.4531,73.83,36,27,7.23,scattered clouds
558,Ekibastuz,KZ,51.6667,75.3667,73.24,34,45,19.57,scattered clouds
559,Mingyue,CN,43.1069,128.9217,64.33,98,100,4.7,overcast clouds
560,Yenagoa,NG,4.9247,6.2642,73.17,84,97,2.35,overcast clouds
561,Gat,IL,31.61,34.7642,81.39,58,4,4.68,clear sky
562,Praia,CV,14.9215,-23.5087,78.49,84,100,2.75,overcast clouds
563,Likasi,CD,-10.9814,26.7333,60.35,57,59,5.06,broken clouds
564,Vanimo,PG,-2.6741,141.3028,84.33,72,85,8.75,overcast clouds
565,Mezhdurechensk,RU,53.6942,88.0603,68.0,84,86,6.44,moderate rain
566,Tetouan,MA,35.5711,-5.3724,75.97,78,100,5.75,overcast clouds
567,Tocopilla,CL,-22.092,-70.1979,58.96,77,4,2.06,clear sky
568,Talara,PE,-4.5772,-81.2719,63.97,85,18,15.93,few clouds
569,Huarmey,PE,-10.0681,-78.1522,61.18,91,16,6.04,few clouds
570,Yenangyaung,MM,20.4667,94.8833,88.45,56,100,7.27,overcast clouds
571,Khambhat,IN,22.3,72.6167,79.72,86,100,13.33,overcast clouds
572,Jiaojiang,CN,28.6803,121.4428,102.0,74,2,10.87,clear sky
573,Porto Walter,BR,-8.2686,-72.7439,76.41,81,100,3.67,overcast clouds
574,Horsham,GB,51.064,-0.3272,65.64,85,20,10.36,few clouds
575,Adamas,GR,36.7333,24.4333,76.39,69,0,17.13,clear sky
576,Fortuna Foothills,US,32.6578,-114.4119,91.22,51,10,5.99,clear sky
577,Fukue,JP,32.6881,128.8419,82.76,94,75,10.36,broken clouds
578,Arenapolis,BR,-14.4503,-56.8461,70.38,50,53,3.42,broken clouds
579,Dapaong,TG,10.8639,0.205,70.11,93,98,5.93,overcast clouds
580,Bosaso,SO,11.2842,49.1816,93.09,37,46,24.9,scattered clouds
581,Acacoyagua,MX,15.35,-92.65,72.97,93,97,3.85,overcast clouds
582,Nelson Bay,AU,-32.7167,152.15,61.63,71,37,3.83,scattered clouds
583,Maceio,BR,-9.6658,-35.7353,76.44,78,75,8.05,broken clouds
584,Santa Maria,BR,-29.6842,-53.8069,65.62,91,100,4.43,overcast clouds
585,Sadri,IN,25.1833,73.4333,87.87,61,99,9.55,moderate rain
586,Rorvik,NO,64.8621,11.2373,53.58,86,99,7.61,overcast clouds
587,Tres Arroyos,AR,-38.3739,-60.2798,48.15,83,100,5.5,overcast clouds
588,Thunder Bay,CA,48.4001,-89.3168,58.98,100,100,0.0,fog
589,La Macarena,CO,2.1837,-73.7849,70.83,99,100,1.81,overcast clouds
590,Stokmarknes,NO,68.5646,14.9108,53.58,71,91,5.75,overcast clouds
591,Azangaro,PE,-14.9167,-70.2167,36.93,65,66,3.13,broken clouds
592,Kendari,ID,-3.945,122.4989,81.27,65,46,7.52,scattered clouds
593,Balad,IQ,34.0164,44.1453,100.26,10,0,7.67,clear sky
594,Winneba,GH,5.3511,-0.6231,72.21,91,35,4.74,scattered clouds
595,Vila Praia De Ancora,PT,41.811,-8.8526,64.11,93,0,1.28,clear sky
596,Chapais,CA,49.7834,-74.8492,58.78,94,52,4.94,broken clouds
597,Tilichiki,RU,60.4667,166.1,55.04,73,93,4.32,overcast clouds
598,Kikwit,CD,-5.041,18.8162,73.89,72,67,0.74,broken clouds
599,Ilebo,CD,-4.3167,20.5833,73.92,79,52,0.31,broken clouds
600,Kimbe,PG,-5.5502,150.1429,89.28,55,58,2.98,broken clouds
601,Puerto Quijarro,BO,-17.7833,-57.7667,71.35,48,87,2.51,overcast clouds
602,Karratha,AU,-20.7377,116.8463,77.68,25,0,5.03,clear sky
603,Riyadh,SA,24.6877,46.7219,102.24,14,83,9.33,broken clouds
604,Yeppoon,AU,-23.1333,150.7333,73.18,72,0,6.62,clear sky
605,Floro,NO,61.5996,5.0328,58.23,72,100,10.36,overcast clouds
606,Voi,KE,-3.3945,38.563,71.51,64,71,8.86,broken clouds
607,Tiarei,PF,-17.5333,-149.3333,78.82,76,8,16.96,light rain
608,Prunisor,RO,44.6094,22.9153,85.98,19,6,4.65,clear sky
609,Dunedin,NZ,-45.8742,170.5036,44.8,78,1,1.01,clear sky
610,Sandane,NO,61.7728,6.215,57.56,67,100,0.0,overcast clouds
611,Ulladulla,AU,-35.35,150.4667,60.64,74,3,6.8,clear sky
612,Lingao,CN,19.9103,109.6859,86.52,74,24,7.43,few clouds
613,Takab,IR,36.4009,47.1133,76.39,30,0,2.82,clear sky
614,Arlit,NE,18.7369,7.3853,88.93,35,58,7.16,broken clouds
615,Ivanovka,KG,42.8878,75.085,98.82,15,1,9.46,clear sky
616,Cap-Haitien,HT,19.7578,-72.2042,79.95,79,67,14.34,broken clouds
617,Natchez,US,31.5604,-91.4032,74.25,94,22,5.17,few clouds
618,Primorsk,UA,46.7348,36.3443,76.01,51,1,10.49,clear sky
619,Taksimo,RU,56.3444,114.8794,83.23,45,37,6.82,light rain
620,Sabang,ID,5.8933,95.3214,81.9,79,100,12.37,overcast clouds
621,Tombouctou,ML,20.0,-3.0,91.45,23,44,6.73,scattered clouds
622,Kirakira,SB,-10.4544,161.9205,82.71,78,15,8.66,few clouds
623,Balykshi,KZ,47.0667,51.8667,75.2,50,40,8.95,scattered clouds
624,Carolina,PR,18.3808,-65.9574,77.76,94,1,10.25,clear sky
625,Ornskoldsvik,SE,63.2909,18.7153,59.95,77,40,3.44,scattered clouds
626,Jaguey Grande,CU,22.5269,-81.1286,75.87,92,69,6.51,broken clouds
627,Beruwala,LK,6.4788,79.9828,82.02,77,85,12.55,overcast clouds
628,The Valley,AI,18.217,-63.0578,81.21,74,20,22.48,few clouds
629,Vaitape,PF,-16.5167,-151.75,79.36,73,8,10.92,clear sky
630,Morant Bay,JM,17.8815,-76.4093,79.97,81,74,9.57,broken clouds
631,Miri,MY,4.4148,114.0089,82.85,78,73,3.36,light rain
632,Nsanje,MW,-16.92,35.262,70.41,69,5,2.48,clear sky
633,Mobile,US,30.7835,-88.2,80.38,91,2,3.78,clear sky
634,Porto Velho,BR,-8.7619,-63.9039,75.25,94,0,1.14,clear sky
635,Suluq,LY,31.6682,20.2521,81.09,59,0,13.96,clear sky
636,Marbella,ES,36.5154,-4.8858,77.07,7,0,1.68,clear sky
637,Zhifang,CN,30.35,114.3167,92.1,55,10,4.85,clear sky
638,Macau,MO,22.2006,113.5461,96.6,66,20,10.36,few clouds
639,Volosovo,RU,59.4333,29.4833,63.39,85,98,6.6,overcast clouds
640,Nioro,GM,13.35,-15.75,74.39,94,82,2.08,moderate rain
641,Djambala,CG,-2.5447,14.7533,69.51,81,97,2.04,overcast clouds
642,Huilong,CN,31.8111,121.655,82.71,74,35,4.16,scattered clouds
643,Mareeba,AU,-17.0,145.4333,75.49,61,1,6.96,clear sky
644,Inhambane,MZ,-23.865,35.3833,67.98,88,20,10.36,few clouds
645,Uromi,NG,6.7,6.3333,68.45,98,100,2.13,light rain
646,Aba,NG,5.1066,7.3667,72.57,90,100,3.33,overcast clouds
647,Uruzgan,AF,32.8333,66.0,88.59,30,69,4.74,broken clouds
648,Bubaque,GW,11.2833,-15.8333,78.73,81,100,9.01,moderate rain
649,Heinola,FI,61.2056,26.0381,60.21,95,100,4.88,overcast clouds
650,Sinnamary,GF,5.3833,-52.95,76.93,88,97,7.43,overcast clouds
651,Chuzhou,CN,32.3219,118.2978,89.35,50,0,4.29,clear sky
652,Kutahya,TR,39.4242,29.9833,67.51,36,0,5.28,clear sky
653,Gidole,ET,5.65,37.3667,62.22,55,67,3.6,broken clouds
654,Umm Kaddadah,SD,13.6017,26.6876,83.14,60,83,13.73,broken clouds
655,Saint-Georges,GD,12.0564,-61.7485,79.03,76,3,11.74,clear sky
656,Forbes,AU,-33.3833,148.0167,63.12,55,0,2.46,clear sky
657,Ust-Maya,RU,60.4167,134.5333,82.4,35,5,7.07,clear sky
658,Dinan,FR,48.4167,-2.25,61.63,69,22,5.28,few clouds
659,Gevrai,IN,19.2667,75.75,78.4,75,100,13.47,overcast clouds
660,Aloleng,PH,16.1307,119.7824,86.68,74,35,9.06,scattered clouds
661,Kachiry,KZ,53.0675,76.1036,67.21,49,77,19.3,broken clouds
662,Karagay,RU,58.2667,54.9368,76.06,57,29,5.35,scattered clouds
663,Poyarkovo,RU,49.6,128.6833,78.55,59,19,8.7,few clouds
664,Horta,PT,38.5333,-28.6333,72.64,87,28,7.78,scattered clouds
665,Staryy Oskol,RU,51.2967,37.8417,72.05,69,0,7.74,clear sky
666,Rosario Do Sul,BR,-30.2583,-54.9142,66.49,91,100,5.91,overcast clouds
667,Semey,KZ,50.4111,80.2275,80.82,29,20,8.95,few clouds
668,Sakaiminato,JP,35.55,133.2333,77.74,80,86,6.04,overcast clouds
669,Aswan,EG,24.0934,32.907,87.1,25,0,8.05,clear sky
670,Magnitogorsk,RU,53.4186,59.0472,76.03,50,31,4.47,scattered clouds
671,San Cristobal,VE,7.7669,-72.225,64.2,87,4,1.48,clear sky
672,Francisco Sa,BR,-16.4758,-43.4883,62.11,70,39,8.61,scattered clouds
673,Broome,US,42.2506,-75.833,69.85,94,69,1.01,broken clouds
674,Hauge,NO,58.3436,6.2812,55.69,75,92,8.99,overcast clouds
675,Sal Rei,CV,16.1833,-22.9167,75.74,95,100,5.55,heavy intensity rain
676,Nador,MA,35.174,-2.9287,75.45,83,75,0.0,fog
677,Soyo,AO,-6.1349,12.3689,69.3,93,40,4.81,scattered clouds
678,Kayerkan,RU,69.3497,87.7602,73.53,56,100,5.44,overcast clouds
679,Ceres,US,37.5949,-120.9577,76.05,61,0,6.98,clear sky
680,Nushki,PK,29.5542,66.0215,93.83,34,81,2.84,broken clouds
681,Yar-Sale,RU,66.8333,70.8333,49.42,85,100,20.13,light rain
682,Kushima,JP,31.4583,131.2333,86.9,61,96,7.25,overcast clouds
683,Bunol,ES,39.4167,-0.7833,73.76,80,0,1.52,clear sky
684,Callaway,US,30.153,-85.5699,78.91,86,16,4.07,few clouds
685,Maldonado,UY,-34.6667,-54.9167,57.22,96,66,3.8,broken clouds
686,Ambagarh Chauki,IN,20.7833,80.7167,81.28,80,97,10.11,light rain
687,Manitowoc,US,44.0667,-87.8001,69.69,95,20,11.5,heavy intensity rain
688,Hienghene,NC,-20.6833,164.9333,75.13,80,53,3.69,broken clouds
689,Tunceli,TR,39.1083,39.5471,72.5,31,0,4.61,clear sky
690,Les Cayes,HT,18.2,-73.75,77.83,83,27,3.09,scattered clouds
691,Santiago,CL,-33.4569,-70.6483,53.13,76,52,0.85,broken clouds
692,Dogbo,BJ,6.8167,1.7833,70.65,93,99,3.0,overcast clouds
693,Petrolina,BR,-9.3986,-40.5008,71.65,78,0,6.91,light rain
694,Lagoa,PT,39.05,-27.9833,71.89,92,2,10.4,clear sky
695,Pleshanovo,RU,52.8333,53.4833,78.8,48,10,10.65,clear sky
696,Rio Viejo,CO,8.5874,-73.839,72.91,96,24,2.13,few clouds
697,Troitskoye,RU,52.9821,84.6757,72.45,48,93,13.22,light rain
698,Yumen,CN,40.2833,97.2,94.91,10,1,12.53,clear sky
699,Naryan-Mar,RU,67.6713,53.087,53.91,71,91,14.88,overcast clouds
